a_id,a_text,q_id,score
219-q_15,You would right click the hyperlink then click 'remove hyperlink',q_15,correct
220-q_15,Right clicking this hyperlink and selecting 'Remove hyperlink' will remove the hyperlink from the text.,q_15,correct
26-q_15,In order to remove the link feature from the words I would first select and highlight the link. Then I would go to the Insert tab and select Links and Hyperlink button to edit and remove the address connected to the hyperlink. OR right clicking the hyperlink and editing to click remove hyperlink.,q_15,correct
27-q_15,The click ability feature about which the question is asking is called a hyperlink . To remove it right-click over the text United Nations click Remove Hyperlink to remove the hyperlink.,q_15,correct
30-q_15,The way to remove the hyperlink in the text. You can do it by clicking on the words and choosing the remove hyperlink on the dialog menu.,q_15,correct
36-q_15,You can right click on 'United Nations' then click remove hyperlink.,q_15,correct
39-q_15,,q_15,incorrect
3-q_15,right click 'United Nations'-edit hyperlink- remove hyperlink,q_15,correct
40-q_15,You can right click on United Nations and then click Remove Hyperlink.,q_15,correct
48-q_15,Right-click the hyperlink and select Edit Hyperlink then scroll down and click Remove Hyperlink,q_15,correct
51-q_15,You can go to Insert->Links-> remove link.,q_15,correct
52-q_15,Right click on the 'United Nation' and then choose remove hyperlink. It will removes the hyperlink restoring the text to plain text,q_15,correct
53-q_15,When you control click on the word it should give you a bunch of options go to hyperlink and then at the bottom an option should be called remove hyperlink and then the bule will disapper.,q_15,correct
55-q_15,Select the text 'United Nations' right-click the selected text to open a context menu. In the context menu click on the 'Remove Hyperlink' option.,q_15,correct
56-q_15,If you want to move a hyperlink right-click over the text 'United Nations' click'Remove Hyperlink' to remove the hyperlink.,q_15,correct
58-q_15,To remove the hyperlink right-click over the text United Nations lastly click Remove Hyperlink and thats it.,q_15,correct
59-q_15,The clickability feature from the words United Nations is a hyperlink. You can remove it by right clicking on the word United Nations and press on remove hyperlink .,q_15,correct
61-q_15,One way to change this is by right clicking on the words in blue and select edit hyperlink. After you click edit hyperlink you click remove hyperlink to remove the words in blue.,q_15,correct
68-q_15,,q_15,incorrect
6-q_15,A) This is the quick action toolbar within the ribbon. B) The very first icon on the left is the button you click to save the document.,q_15,incorrect
74-q_15,Click and drag to select the hyperlinked text 'United Nations'. Right-click and select 'Remove Hyperlink'.,q_15,correct
77-q_15,The clickability feature about which the question talks is called a hyperlink To remove it right-click over the text United Nations click Remove Hyperlink to remove the hyperlink!,q_15,correct
7-q_15,The feature above is hyperlink was attached in order to remove it we can right click the word 'United nation'->click 'Hyperlink'->click 'remove Hyperlink',q_15,correct
80-q_15,To remove the feature you would right-click on the hyperlink and select remove hyperlink . The hyperlink will then be deleted but text will remain.,q_15,correct
81-q_15,right click on the hyperlink and choose edit hyperlink then choose the remove hyperlink option.,q_15,correct
87-q_15,To remove it right-click over the text United Nations' then click Remove Hyperlink to remove the hyperlink.,q_15,correct
88-q_15,We can right-click over the text United Nations and then click Remove Hyperlink to remove the hyperlink.,q_15,correct
89-q_15,hyperlink,q_15,correct
94-q_15,move cursor to the text -> right-click -> select 'remove hyperlink',q_15,correct
95-q_15,To remove this clickability feature first select 'United Nation' then right click finally click on remove hyperlink option to remove the hyperlink,q_15,correct
96-q_15,You can right click the text United Nations and remove the hyper link.,q_15,correct
98-q_15,,q_15,incorrect
102-q_30,1)) Click insert tab 2)) Click header in order to open the dropdown menu 3)) Click blank option,q_30,correct
103-q_30,Press Insert > Insert Header & Footer > Click built-in option to insert blank header,q_30,correct
104-q_30,,q_30,incorrect
107-q_30,First you would double tap on the heading and then you would put your last name and the page number.,q_30,correct
108-q_30,Select the 'Insert' tab then 'Blank' button under the 'Header' option.,q_30,correct
109-q_30,Insert tab Header button Blank option,q_30,correct
111-q_30,First go to the Insert tab then Header button and click the Blank option.,q_30,correct
114-q_30,,q_30,incorrect
117-q_30,In order to create a blank header you should simply open the insert tab select the header button and choose the option that says blank.,q_30,correct
118-q_30,Insert tab Header button Blank option,q_30,correct
11-q_30,First click on 'Insert tab' and then click on the 'Header button.' After click on the 'Blank option' to create the blank header.,q_30,correct
120-q_30,Insert tab header button and lastly blank option.,q_30,correct
124-q_30,To create a blank header I would click on the Insert tab and then choose a Header. From there I can add whatever I need to add into the header.,q_30,correct
127-q_30,One way to create a header would be to double click on the black space at the very top of the page. The user can also press INSERT and then find the HEADER option (which is around the middle of the insert tab). After selecting HEADER they can choose from any of the preset header options.,q_30,correct
128-q_30,Go to the insert tab and press the header button and go to the blank option.,q_30,correct
129-q_30,You go to insert tab and you click on header which gives you a menu of headers.You then click blank header.,q_30,correct
130-q_30,,q_30,incorrect
131-q_30,Insert tab Header button Blank option,q_30,correct
133-q_30,Insert tab> Header button> Blank option.,q_30,correct
135-q_30,First you can click Insert Tab then click Header button then Blank option.,q_30,correct
140-q_30,Click insert and then select the header option. Once the dropdown menu opens select one of the built in options.,q_30,correct
146-q_30,Insert > header footer choose header style Add or change text,q_30,correct
156-q_30,Navigate to the Insert tab on the top ribbon. Locate the 'Header' button towards the top-left. Click the drop down and from the options select the Blank header option. Now you can enter the MLA citations in the header and double click outside the header to exit the header.,q_30,correct
157-q_30,Insert Tab Header button Blank option,q_30,correct
15-q_30,To create a page header you must go on the Insert option in Word and select the Header & Footer option. You click on the Header option and go to the drop down menu and go to edit Header.,q_30,correct
162-q_30,Insert tab -->Header button ---->Blank option,q_30,correct
165-q_30,The header is at the top of the document and you click 'Insert' which is next to the 'Home' button and you click where it says 'Header and Footer'. There is a built in option to insert it and you can click edit header to edit it as well.,q_30,correct
166-q_30,Insert tab Header button Blank option,q_30,correct
169-q_30,Insert --> Click Header in the 'Header & Footer' --> built in choose 'blank' == will come up with a [Type here] word that means you create a blank header.,q_30,correct
176-q_30,Click on the insert tab click on the header button and click blank option.,q_30,correct
177-q_30,A header is at the top of the page/document and is a separate section. to select a header go to insert tab and click on header. you will see a dropdown menu so click one of the built in options(in this case a blank header) to insert and your done.,q_30,correct
178-q_30,Click the insert tab then the header button and then blank option. Insert tab-> header button-> blank option,q_30,correct
17-q_30,You can do so by go to Insert click the Header then click slice 1 that will be the MLA format header.,q_30,correct
181-q_30,To create a blank header you would first go to the Insert section in the toolbar then go to the header and footer section then click 'header' then click the first option that says blank.,q_30,correct
186-q_30,to insert a header go to insert and then choose header or footer and choose your format,q_30,correct
189-q_30,Go to the 'Insert' Tab Click on 'Header' Select 'Blank' Header Space Appears,q_30,correct
194-q_30,Select the Insert tab> Click the Header button> Black option.,q_30,correct
197-q_30,First you click on insert in the ribbon Second you find header Third you click on header then blank and now you have a blank header.,q_30,correct
198-q_30,Here are the steps of creating a blank header in a Word document: First click the Insert tab and than the Header button and lastlythan the Blank option.,q_30,correct
200-q_30,Insert > Header & footer Header > click blank for creating a blank header.,q_30,correct
204-q_30,First double-click at the top of the page to access the header area. In alternative way you can go to the 'Insert' tab and click on 'Header' in the Header & Footer group and then select 'Blank' to insert a blank header. In the header area you'll see a dotted line and the text 'Header' to indicate that you are in the header section. After typing last name go to the 'Insert' tab on the Word ribbon and click on 'Page Number' in the Header & Footer group. Choose the 'Top of Page' option which will open a drop-down menu with different formats. For MLA format select 'Plain Number 3)' Your page number will be inserted to the right of your last name in the header.,q_30,correct
205-q_30,Go to the insert tab and go to header and footer section then select header and click blank.,q_30,correct
207-q_30,Insert>Header click on one of the options double click inside the header section once you add what you want click outside that area and it is done.,q_30,correct
208-q_30,Insert tab then click the Header button Blank option,q_30,correct
209-q_30,Go to Insert > Header. Choose the header style you want to use and then add or change text for the header.,q_30,correct
217-q_30,Go to Insert and select Headers and Footers. Select the correct format for the Header you want.,q_30,correct
22-q_30,Insert tab >Header button >Blank option.,q_30,correct
23-q_30,,q_30,incorrect
26-q_30,To create a blank header in the document I would first go to the Insert tab. Then find the Header button and open the drop down to select edit in order add and change the header.,q_30,correct
33-q_30,Insert Tab then Header button then Blank option,q_30,correct
3-q_30,insert-header dropdown-edit header,q_30,correct
40-q_30,To create a page header go to the Insert section and then click on Header. Then click on one of the Built-in options to insert it or select Edit Header to edit the header.,q_30,correct
43-q_30,To create a blank header in a Word Document you would first go to the Insert tab. Click on header and from the built-in menu select Blank.,q_30,correct
44-q_30,First you click on the Insert tab. Then you click the 'Header' button and select the choice 'Blank.',q_30,correct
47-q_30,Select Insert > Header or Footer. Select one of the built in designs. Type the text you want in the header or footer. Select Close Header and Footer when you're done. Edit an existing header or footer by double-clicking inside the header or footer area. Remove header or footer Select Insert > Header or Footer. Select Remove Header or Remove Footer. you can select insert and then select Header where it ll allow you to type into a blank header and insert it into the document.,q_30,correct
48-q_30,Click on the Insert Tab on the ribbon then find the Headers dropdown button and select the first option Blank,q_30,correct
49-q_30,Insert tab Header button Blank option,q_30,correct
4-q_30,Insert tab Header button Blank option.,q_30,correct
52-q_30,First click to Insert>Header & Footer. Then click select Edit Header,q_30,correct
56-q_30,Insert tab Header button Blank option,q_30,correct
57-q_30,,q_30,incorrect
58-q_30,First look at 'Insert' tab then click the 'Header' button and lastly click the 'Blank option.',q_30,correct
60-q_30,To add a blank header you first click the insert tab then click header and click the header style you want to use which would be blank header.,q_30,correct
61-q_30,To insert a footer you click the Insert tab and then click the header option. It will open a drop down menu and then you click one of the built-in options to insert it.,q_30,correct
64-q_30,Click on the 'Insert' tab click on 'Header' and click on the blank template,q_30,correct
66-q_30,Go the Insert tab click the header button from the options choose the Blank one. This creates a header in the document.,q_30,correct
6-q_30,You should first click on the Home tab and then select the text you want to alter and then click on the bullet list button.,q_30,correct
73-q_30,Insert tab>Header button>Blank option,q_30,correct
75-q_30,To add a header you may double click the very top of the document or you may go to the format tab and add a Header there.,q_30,correct
76-q_30,Go to the 'Insert' tab and click 'Header.' Then select the 'Blank' option,q_30,correct
79-q_30,Click Insert. Hit Page Number Top of Page and right-aligned. Click on the header and add your last name before the number.,q_30,correct
80-q_30,To insert Header first start off by clicking on the Insert Tab then Footer & Header section and chose Edit Header. Then you would be able to edit to add further information.,q_30,correct
82-q_30,Go to Insert > Header or Footer. Choose from a list of standard headers or footers go to the list of Header or Footer options and select the header or footer that you want. Or you can reate your own header or footer by selecting Edit Header or Edit Footer. When you're done select Close Header and Footer.,q_30,correct
84-q_30,The steps of creating a blank header in a word document are to click on the insert tab then click on the header button and lastly click on the blank option.,q_30,correct
8-q_30,click on insert tab>header option then select 'Blank' from the drop down menu,q_30,correct
92-q_30,Click the insert tab click the Header button click the Blank option.,q_30,correct
93-q_30,Insert Tab - Header Button - Blank option.,q_30,correct
96-q_30,In the tabs click on insert and then header. Click on the blank option for a blank header in the document.,q_30,correct
100-q_6,The rulers in word are used to see and control page margins paragraph indents and more.,q_6,correct
101-q_6,The rulers in word display the width of the page in inches which helps for setting tab stops.,q_6,correct
103-q_6,One use of a ruler is adding a tab stop to a paragraph.,q_6,correct
107-q_6,It is to control the page margin.,q_6,correct
108-q_6,the rulers in Word are used to see and control page margins and paragraph indents etc. one use could be to indent a bullet points.,q_6,correct
112-q_6,The rulers in Word are used to measure and adjust margins indents and tabs in a document. One use of the rulers is to set margins for a document by dragging the markers on the rulers to increase or decrease the margin size.,q_6,correct
114-q_6,,q_6,incorrect
115-q_6,The Ruler feature in Word allows you to set tab stops to the document.,q_6,correct
119-q_6,Help you creating first-line indentation in a research paper.,q_6,correct
124-q_6,The rulers within Word can be used for adjusting indentations for paragraphs.,q_6,correct
127-q_6,The rulers in Word are used to measure and align text. A user can use this tool to drag and align text at any point on a page. Without the tool aligning text becomes much more difficult.,q_6,correct
129-q_6,One way rulers are used for is for tab stops. You make sure the ruler is shown and then you select where you would like the tab stop and choose what type of tab stop. Lastly you choose where you want to place the tab stop on the ruler.,q_6,correct
12-q_6,The Rulers help you in creating first-line indentation in a research paper.,q_6,correct
131-q_6,The ruler can be used as a measuring tool to adjust indents.,q_6,correct
132-q_6,One use for the Rulers in Word is to create tab stops. You can use this to create an indentation for the beginning of a paragragh in the first line.,q_6,correct
136-q_6,The Rulers in Word show the width of the page in inches. The Ruler can be used as a way to place tab stops within a text.,q_6,correct
138-q_6,The Rulers can be used to create a first line indentation for a paper.,q_6,correct
144-q_6,One use for the rulers in word is to provide a quick way to control margins and set different types of indents for a paragraph.,q_6,correct
145-q_6,to see the dimenesions of an image.,q_6,correct
147-q_6,,q_6,incorrect
149-q_6,in Word rulers have many uses some of which are the regular measuring or one can use them to change or adjust indents.,q_6,correct
150-q_6,You can use the ruler to insert a tap stop into the document which tells the where I-beam stops which is used to position text that follows the tab character.,q_6,correct
151-q_6,It is used to change the format of the document.,q_6,incorrect
153-q_6,Rulers are horizontal and vertical lines that appear at the top and left sides of the document. They can help you create a first-line indentation on a research paper for example.,q_6,correct
155-q_6,The rulers are to see and control page margins paragraph indents and tab stops.,q_6,correct
160-q_6,The tab stops displayed on the ruler mark where text will align when the tab key is pressed and to set a tab stop you can click on the ruler where you want the tab to be set This provides a visual way to see where tabs and indents will fall and set them precisely by clicking on the ruler.,q_6,correct
165-q_6,Ruler is a measuring tool used to adjust indents nd the width of the marjins. This helps to align text and tables.,q_6,correct
166-q_6,ruler is use for setting stop tabs,q_6,correct
167-q_6,The rulers in Microsoft Word are used for various purposes to help format and align text images and other elements within a document. One use of the rulers in Word is to set tab stops. Tab stops are used to create consistent indentation or alignment at specific positions in your document.,q_6,correct
171-q_6,The rulers shows you the width of the margins in the Word file.,q_6,correct
173-q_6,The rulers in word are used for Tabs and to help us measure. One use of them is to align the text to either the right left or middle of the screen by the tabs this helps our document be more presentable and neatly aligned. We can also do tables and shapes not just words with this function.,q_6,correct
176-q_6,The rulers are used for indenting the first line in a paper.,q_6,correct
182-q_6,They create a first line indentation.,q_6,correct
183-q_6,One way rulers is used in word is as a measuring tool. With the 'ruler' tool we can adjust indentations and change the width of a document to our preference.,q_6,correct
184-q_6,The rules in words are used for setting margins and indents.,q_6,correct
187-q_6,The Rulers in Word is used to display the width of the pages in inches. One use of the ruler would be used is to place a tab stop.,q_6,correct
18-q_6,One use of the Rulers in Word is to create tab stops.,q_6,correct
196-q_6,The rulers in Word are used to display the width of the page. One use is using the Left tab where the text will be aligned to the left along the tab stop line.,q_6,correct
197-q_6,The ruler can be used for many things one of which is adding tabs and tab stops.,q_6,correct
198-q_6,The Rulers in Word used for when baiscally when you have to place or set a tab in the document. Also the ruler can assist you by creating first-line indentation in a research paper.,q_6,correct
199-q_6,One use of ruler is a person can make tab stops on a word document using the ruler. Another use of rule can be to align texts or adjusting indents.,q_6,correct
210-q_6,Rulers help you measure exact distances within your word document. You can access tab stops when you show ruler which is a more convenient way of moving text on a line of a document to a non standard place.,q_6,correct
212-q_6,The Rulers in Word used to display the width of the page in inches and you can use it to change the width of the paragraph by using the tap stops 'left tab right tab and center tab'. Center tab is to move your paragraph to the center of the page.,q_6,correct
218-q_6,The Rulers are used to show both the dimensions of the pages and the margins (with the use of the gray areas).,q_6,correct
221-q_6,The rulers are used to display the width of the page in inches.,q_6,correct
30-q_6,The Rulers in Word is used to see and control the page margins paragraph indents and so on.,q_6,correct
31-q_6,One use of the rulers in Word is to control paragraph indents.,q_6,correct
33-q_6,The Rulers can help you creating first-line indentation in a research paper.,q_6,correct
3-q_6,to display the width of the page,q_6,correct
44-q_6,The rulers in word can be used to edit the indentation when creating a list or if you have a group of data with dates or numbers to make them aligned the same way.,q_6,correct
45-q_6,create indentations,q_6,correct
46-q_6,The Rulers can help you creating first-line indentation in a research paper.,q_6,correct
47-q_6,The ruler can help for art your document. It is used to help align text and graphics.,q_6,correct
48-q_6,Rulers in Word can be used to create tab stops.,q_6,correct
49-q_6,The Rulers can help you in creating first-line indentation in a research paper.,q_6,correct
53-q_6,When you use the ruler you can decide where the page begins and using the ruler you can make the writing start at the top or the middle of the page.,q_6,correct
55-q_6,Rulers in Word are used for setting tab stops/indents margins and other layout adjustments. They help ensure precise formatting and alignment in your documents.,q_6,correct
57-q_6,Rulers can be used for adding indents.,q_6,correct
5-q_6,,q_6,incorrect
65-q_6,The rules in word allow you to do tab stop adjustments. This allows you to control the word lining you have written and where it goes.,q_6,correct
70-q_6,It can be used to see and control page margins as one of its uses.,q_6,correct
71-q_6,These rulers are meant to help with tabs stops. Tabs stops control the width of a tab space. These are to help align the text on the page with the tab stops instead of the margins.,q_6,correct
72-q_6,The Rulers can help you creating first-line indentation in a research paper.,q_6,correct
77-q_6,The Rulers can help you creating first-line indentation in a research paper.,q_6,correct
83-q_6,The ruler helps create first line indentation inside a research paper.,q_6,correct
84-q_6,The rulers help create first-line indentation in a research paper,q_6,correct
90-q_6,The Rulers can help you creating first-line indentation in a research paper.,q_6,correct
93-q_6,The rulers can help you creating first-line indentation in a research paper.,q_6,correct
95-q_6,Rulers in Word can use for creating first line indention for your paper,q_6,correct
104-q_45,These buttons are for reading mode and change the way the document is displayed in the Word window,q_45,incorrect
110-q_45,The button displays plays several pages instead of a single page at onc,q_45,correct
118-q_45,It displays several pages rather than a single page at once (on one screen) inside the Word window.,q_45,correct
123-q_45,View and Edit multiple pages.,q_45,correct
124-q_45,This button allows you to see the window fit in as many pages as possible without the zoom level of the document changing.,q_45,correct
12-q_45,The Multiple Pages button allows you to see the window fit in as many pages as possible without changing the zoom level.,q_45,correct
132-q_45,The Multiple Pages button can be found in the View Tab. It allows user to view two pages side by side on the screen at once.,q_45,correct
13-q_45,The multiple pages button gives you an almost full screen view of two pages side to side like a book in Microsoft Word.,q_45,correct
151-q_45,Multiple Pages button to see the window fit in as many pages as possible without the zoom level.,q_45,correct
152-q_45,zooms out of the page to see the page and page below it at the same time,q_45,correct
15-q_45,It shows that the word file has several pages and can turn one file into multiple.,q_45,correct
160-q_45,The Multiple Pages button inserts and navigates between pages within the same Word document allowing you to create multi-page Word files. It adds extra blank pages to the document with page breaks.,q_45,correct
176-q_45,The button allows you to see several pages at once on the screen inside the Microsoft Word window.,q_45,correct
204-q_45,To see if the window fit in as many pages as possible without changing the zoom level,q_45,correct
219-q_45,The button displayed in Figure X allows you to fit as many pages into the window as possible. The more you zoom out the more pages will be added that you have.,q_45,correct
29-q_45,When clicking the multiple pages button on word it is to see the window fit as many pages as possible without changing the zoom level.,q_45,correct
35-q_45,if you click multiple pages it will zoom out and give you a view of all of your pages that youve written side by side fitting on your screen at once,q_45,correct
41-q_45,The screen will show multiple pages instead of just the one/single page at once.,q_45,correct
50-q_45,Clicking the button will allow to see more than one page at a time in word. There is also a sublist contating a variety of option to change the view of how you want to look at multiple pages.,q_45,correct
51-q_45,This allows you to view multiple pages within a document at the same time.,q_45,correct
5-q_45,,q_45,incorrect
64-q_45,It changes the document into 'Read mode'.,q_45,incorrect
65-q_45,This icon allows you to see and edit all the different pages you are working with in the word document.,q_45,correct
67-q_45,It displays several pages rather than a single page at once in the word window,q_45,correct
77-q_45,it will make your current view of one page while scrolling down into two pages when scrolling down the document.,q_45,correct
7-q_45,The purpose is to see the window fit in as many pages as possible without changing the zoom level.,q_45,correct
85-q_45,The button with an open book symbol in the context of 'multiple pages' typically indicates a feature related to viewing or navigating through multiple pages in a document or book.,q_45,correct
101-q_20,A change in color has occurred to Figure X to make it into Figure X someone could've pressed Colour under the picture format section and selected the color under the recolor option.,q_20,correct
108-q_20,The color of the Dino has been changed to yellow in Figure X Dino: After.,q_20,correct
115-q_20,The color of the dino has been changed to a yellow/gold color.,q_20,correct
117-q_20,The dino picture appears to have been colored gold or yellow so it no longer appears to be green. To acheive this you would select the picture then open the picture format tab select color and then make the yellow or gold selection.,q_20,correct
120-q_20,The change is the dinosaur picture was colored to gold or yellow.,q_20,correct
121-q_20,You select the picture which puts you in the picture format tab and you can select the color that you like to change the color of the image.,q_20,correct
135-q_20,In the picture in Figure X the change are color and style.,q_20,correct
136-q_20,The dinosaur picture s color was changed from green to yellow/gold.,q_20,correct
139-q_20,You should select the picture. And then you should click 'picture format' on the top ribbon. Finally you should select 'Color' button to change the color of the picture.,q_20,correct
144-q_20,The picture of the dinosaur was colored Yellow which is why Figure X isn't green as shown in Figure X) it was done so by clicking the picture then the picture tools then format tab next you click color button last click on the color yellow to change picture.,q_20,correct
145-q_20,you have to click on format on slides. then go to to color and pick a color.,q_20,correct
148-q_20,When inserting a picture we can do many things with it. Some of the things we can do after a picture is inserted are changing its color we can also resize it by clicking on the dots at each side and corner so you can either increase it or decrease its size. The picture after it s color has been changed.,q_20,correct
156-q_20,The picture above's picture color saturation has been changed. To change/revert the color saturation the user will have to right click on the image select the 'Format Picture' option select the landscape icon to the the right most and click on picture Color to adjust the color Saturation.,q_20,correct
158-q_20,The colors of the image have been inverted using the recolor option.,q_20,correct
159-q_20,Select the Picture> Click picture Tools: Format tab> Color button> choose Yellow color.,q_20,correct
162-q_20,Right click on the image and that select 'Format Picture' then click 'Layout & Properties' ----> picture color---->increase saturation Right-click on the image in Word. or Select 'Format Picture' or 'Format Object' from the context menu. In the Format picture pane on the right side of the screen click on the 'Picture' or 'picture Color' option.From there you can choose a new color effect by clicking on one of the color options such as 'Grayscale' 'Sepia' or 'Washout.',q_20,correct
16-q_20,The change that was made was that the color of the dinosaur was changed from green to gold.,q_20,correct
170-q_20,Select the picture  Click the picture Tools: Format Tab Click the Color button Click on the Gold or Yellow color.,q_20,correct
171-q_20,So once you've added the image to the document the top right corner you'll see the category 'picture format' which it should already be on. In that category you should see the option 'color' which allow you to change the color of the image with multiple choices of colors to choose from.,q_20,correct
172-q_20,to make the dino from figure14 to 15 you need to go on the picture format tab and then choose color and choose a recolor option.,q_20,correct
174-q_20,The dino picture was colored gold or yellow. The dino is no longer green.,q_20,correct
178-q_20,The color of the dino is changed which can be done through going to word then format image and then clicking corrections and changing the contrast and/or brightness or by going to color and changing the color through there.,q_20,correct
180-q_20,select the picture -> once highlighted go to picture format tab-> click on color-> choose yellow or gold.,q_20,correct
181-q_20,The dinasour color was changed to a yellow color this would occur by selecting the picutre then picutre tools and format tab then clcik the color button and then click on the yellow color.,q_20,correct
185-q_20,The dinosaur picture was colored Gold or Yellow which is why it is not green anymore.,q_20,correct
188-q_20,The change that has been made in Figure X is picture color and it is done through color saturation and color tone.,q_20,correct
189-q_20,The change made to the picture in Figure X 'Dino: Before' to produce the picture in Figure X 'Dino: After' is a color or saturation adjustment. Inverted the color,q_20,correct
18-q_20,A color overlay has been added using the picture format tab to Figure X so it become Figure X),q_20,correct
192-q_20,Click on the image go to the format tab look for 'color' or 'color adjustment'. You can change the color saturation and tone there.,q_20,correct
195-q_20,6) The dinosaur picture is now colored Gold or Yellow which is why it is not green anymore.,q_20,correct
199-q_20,The dinosaur picture was colored Gold or Yellow which is why it is not green anymore. The question didn t require it but here is the procedure of changing a picture s color: Select the picture .Click the picture Tools: Format Tab. Click the Color button. Click on the Gold or Yellow color,q_20,correct
19-q_20,The change made from Figure X to Figure X is that a recolor was applied to Figure X) This was done by clicking on the picture Format tab and then clicking on color and choosing Gold Accent color 4 Light.,q_20,correct
1-q_20,The Dino is an inserted picture and it was changed by a color saturation change. This is done by pressing the image going on the color option and changing the color saturation.,q_20,correct
200-q_20,click the box of the right of the image with the rainbow-shaped icon and will be show up with a layout option It can change any layout on it. if behind the text >click wrap text >behind text.,q_20,incorrect
205-q_20,The color of the image has been changed you can do this by clicking on the image then click on picture format and press color.,q_20,correct
206-q_20,There are difference between the color. You can click the picture and then picture format then color click the gold color.,q_20,correct
207-q_20,Press the Dino then press color and choose one of the Recolor options and an option like the dino in Figure X will pop up press it and it'll change color,q_20,correct
208-q_20,The dinosaur picture was colored yellow so it is not green anymore.,q_20,correct
210-q_20,Press 'color' in the picture format tab. To get the effect used on Figure X to get Figure X press 'gold accent color 4 light' in the recolor subsection of the color button.,q_20,correct
216-q_20,Select the picture  Click the picture Tools: Format Tab Click the Color button Click on the Gold or Yellow color.,q_20,correct
220-q_20,The picture was recolored yellow.,q_20,correct
23-q_20,,q_20,incorrect
24-q_20,The Dino has been colored yellow.,q_20,correct
28-q_20,The dinosaur picture was colored Gold or Yellow which is why it is not green anymore. The question didn t require it but here is the procedure of changing a picture s color: Select the picture  Click the picture Tools: Format Tab Click the Color button Click on the Gold or Yellow color.,q_20,correct
29-q_20,The dinosaur picture in Figure X was colored Goldish yellowwhich is why it is not green like in Figure X) To change the color: click the picture Tools: Format Tab; click the color button; click ont the gold or yellow color.,q_20,correct
30-q_20,These two pictures changed color. You can do this by clicking on the picture the Format picture pane will appear and then change the color of the picture.,q_20,correct
31-q_20,The image color was modified.,q_20,correct
32-q_20,After inserting picture click on picture Format tab and choose color dropdown and choose gold color from 'recolor' section.,q_20,correct
35-q_20,under the format tab you can change the color of an imagine by selecting adjust and selecting the color scheme you want in this case yellow,q_20,correct
40-q_20,,q_20,incorrect
41-q_20,First select the dinosaur then click on the 'picture format tab' and navigate to 'color'. Given the example Figure X went through gold accent color 4 light.,q_20,correct
42-q_20,,q_20,incorrect
43-q_20,An artistic effect has been added to the picture. You can do this by selecting the picture select picture tools format and the select artistic effects and choose one.,q_20,incorrect
44-q_20,The color of the Dino picture in Figure X has been changed from green to yellow as seen in Figure X),q_20,correct
45-q_20,the dino was colored yellow or gold which is why it changed it from green.,q_20,correct
46-q_20,The dinosaur picture was colored Gold or Yellow which is why it is not green anymore. The question didnt require it but here is the procedure of changing a picture s color: Select the picture  and Click the picture tools format Tab and Click the Color button and than Click on the Gold or Yellow color.,q_20,correct
49-q_20,picture -> Format -> color -> Gold. It has been formated to the color of gold.,q_20,correct
50-q_20,The change made awas that everything inside the selected picture of the dinoasur changed to yellow. You can do this by clicking format tab in the picture tool by right cliking the image and then click the color button to change the color to yellow.,q_20,correct
54-q_20,Select the image click on format the click color then click recolor and select the desired color.,q_20,correct
59-q_20,The change that is done here is the color. The original color was green and it has been changed to gold.,q_20,correct
63-q_20,The format of the picture color was changed into gold or yellow which is possible by using the 'picture Tools' when selecting the picture.,q_20,correct
65-q_20,The change that has been made was done to the color or the dinosaur. You can do this by clicking on the font color button and changing it to a color of your choice.,q_20,correct
67-q_20,The dinosaur picture was colored Yellow and we can do that by Selectind the picture --> Click the Format Tab--> Click the Color button--> Click on the Yellow color.,q_20,correct
75-q_20,The change was that the color has been changed.,q_20,correct
7-q_20,The picture has been changed color by Click the 'picture format'' button->click 'color'icon->click the color that you want from recolor,q_20,correct
84-q_20,From Figure X to Figure X the image of the dinosaur has changed to yellow instead of green. In order to change from Figure X to Figure X one can select the image then click the picture tools; format tab then color button and select the yellow color so that the image will change colors.,q_20,correct
86-q_20,You can do it by click picture click the fromat tab click color to choose the color you want to change for the picture.,q_20,correct
91-q_20,Click on the image then go to format -> then to color-> gold accent 4 color light.,q_20,correct
93-q_20,The dinosaur picture was colored Gold and yellowwhich is why it is not green anymore.,q_20,correct
99-q_20,The image's colors have been inverted which can be done by double clicking the image and changing the color filter.,q_20,correct
101-q_25,The first list is a simple common list and the second list is a multilevel list. The second list is essentially a list inside a list.,q_25,correct
105-q_25,First they add categories (Fruit and Veggies) and then changed the List Level of the original content to make them subcategories,q_25,correct
107-q_25,In the first list it just shows you a bunch of fruits. But in the second list it is labled and shows you what the fruits are and what the veggies are.,q_25,correct
10-q_25,The first list is a regular first-level bulleted list whereas the second list is a multi-level bulleted list with 1st-level and 2nd-level items.,q_25,correct
110-q_25,The first list is a regular first-level bulleted list while the second list is a multi-level bulleted list with 1st-level and 2nd-level items.,q_25,correct
112-q_25,The first list is a regular first-level bulleted list while the second list is a multi-level bulleted list with 1st-level and 2nd-level items.,q_25,correct
113-q_25,The following is a better way to categorize all the food.,q_25,incorrect
114-q_25,,q_25,incorrect
121-q_25,The first list is all bullet points while the second list uses bullets to categorize the fruit and veggies. Dashes are used in the second list to name the fruits and veggies below its categories.,q_25,correct
122-q_25,You can use the Change List Level option at the bottom of the numbered options.To customize how the list levels look go to the list level options as shown in the screenshot below,q_25,correct
124-q_25,In the first list it s just a bullet point of different fruits. In the second list it s a bullet point of fruits with options underneath it.,q_25,correct
